word,sentiment
overcoming,neg
overdue,neg
overestimate,neg
overestimated,neg
overestimates,neg
overestimating,neg
overestimation,neg
overestimations,neg
overload,neg
overloaded,neg
overloading,neg
overloads,neg
overlook,neg
overlooked,neg
overlooking,neg
overlooks,neg
overpaid,neg
overpayment,neg
overpayments,neg
overproduced,neg
overproduces,neg
overproducing,neg
overproduction,neg
overrun,neg
overrunning,neg
overruns,neg
overshadow,neg
overshadowed,neg
overshadowing,neg
overshadows,neg
overstate,neg
overstated,neg
overstatement,neg
overstatements,neg
overstates,neg
overstating,neg
oversupplied,neg
oversupplies,neg
oversupply,neg
oversupplying,neg
overtly,neg
overturn,neg
overturned,neg
overturning,neg
overturns,neg
overvalue,neg
overvalued,neg
overvaluing,neg
panic,neg
panics,neg
penalize,neg
penalized,neg
penalizes,neg
penalizing,neg
penalties,neg
penalty,neg
perfect,pos
perfected,pos
perfectly,pos
perfects,pos
peril,neg
perils,neg
perjury,neg
perpetrate,neg
perpetrated,neg
perpetrates,neg
perpetrating,neg
perpetration,neg
persist,neg
persisted,neg
persistence,neg
persistent,neg
persistently,neg
persisting,neg
persists,neg
pervasive,neg
pervasively,neg
pervasiveness,neg
petty,neg
picket,neg
picketed,neg
picketing,neg
plaintiff,neg
plaintiffs,neg
plea,neg
plead,neg
pleaded,neg
pleading,neg
pleadings,neg
pleads,neg
pleas,neg
pleasant,pos
pleasantly,pos
pleased,pos
pleasure,pos
pled,neg
plentiful,pos
poor,neg
poorly,neg
popular,pos
popularity,pos
poses,neg
posing,neg
positive,pos
positively,pos
postpone,neg
postponed,neg
postponement,neg
postponements,neg
postpones,neg
postponing,neg
precipitated,neg
precipitous,neg
precipitously,neg
preclude,neg
precluded,neg
precludes,neg
precluding,neg
predatory,neg
preeminence,pos
preeminent,pos
prejudice,neg
prejudiced,neg
prejudices,neg
prejudicial,neg
prejudicing,neg
premature,neg
prematurely,neg
premier,pos
premiere,pos
pressing,neg
prestige,pos
prestigious,pos
pretrial,neg
preventing,neg
prevention,neg
prevents,neg
proactive,pos
proactively,pos
problem,neg
problematic,neg
problematical,neg
problems,neg
proficiency,pos
proficient,pos
proficiently,pos
profitability,pos
profitable,pos
profitably,pos
progress,pos
progressed,pos
progresses,pos
progressing,pos
prolong,neg
prolongation,neg
prolongations,neg
prolonged,neg
prolonging,neg
prolongs,neg
prone,neg
prosecute,neg
prosecuted,neg
prosecutes,neg
prosecuting,neg
prosecution,neg
prosecutions,neg
prospered,pos
prospering,pos
prosperity,pos
prosperous,pos
prospers,pos
protest,neg
protested,neg
protester,neg
protesters,neg
protesting,neg
protestor,neg
protestors,neg
protests,neg
protracted,neg
protraction,neg
provoke,neg
provoked,neg
provokes,neg
provoking,neg
punished,neg
punishes,neg
punishing,neg
punishment,neg
punishments,neg
punitive,neg
purport,neg
purported,neg
purportedly,neg
purporting,neg
purports,neg
question,neg
questionable,neg
questionably,neg
questioned,neg
questioning,neg
questions,neg
quit,neg
quitting,neg
racketeer,neg
racketeering,neg
rationalization,neg
rationalizations,neg
rationalize,neg
rationalized,neg
rationalizes,neg
rationalizing,neg
reassessment,neg
reassessments,neg
reassign,neg
reassigned,neg
reassigning,neg
reassignment,neg
reassignments,neg
reassigns,neg
rebound,pos
rebounded,pos
rebounding,pos
recall,neg
recalled,neg
recalling,neg
recalls,neg
receptive,pos
recessionary,neg
recessions,neg
reckless,neg
recklessly,neg
recklessness,neg
redact,neg
redacted,neg
redacting,neg
redaction,neg
redactions,neg
redefault,neg
redefaulted,neg
redefaults,neg
redress,neg
redressed,neg
redresses,neg
redressing,neg
refusal,neg
refusals,neg
refuse,neg
refused,neg
refuses,neg
refusing,neg
regain,pos
regained,pos
regaining,pos
reject,neg
rejected,neg
rejecting,neg
rejection,neg
rejections,neg
rejects,neg
relinquish,neg
relinquished,neg
relinquishes,neg
relinquishing,neg
relinquishment,neg
relinquishments,neg
reluctance,neg
reluctant,neg
renegotiate,neg
renegotiated,neg
renegotiates,neg
renegotiating,neg
renegotiation,neg
renegotiations,neg
renounce,neg
renounced,neg
renouncement,neg
renouncements,neg
renounces,neg
renouncing,neg
reparation,neg
reparations,neg
repossessed,neg
repossesses,neg
repossessing,neg
repossession,neg
repossessions,neg
repudiate,neg
repudiated,neg
repudiates,neg
repudiating,neg
repudiation,neg
repudiations,neg
resign,neg
resignation,neg
resignations,neg
resigned,neg
resigning,neg
resigns,neg
resolve,pos
restate,neg
restated,neg
restatement,neg
restatements,neg
restates,neg
restating,neg
restructure,neg
restructured,neg
restructures,neg
restructuring,neg
restructurings,neg
retaliate,neg
retaliated,neg
retaliates,neg
retaliating,neg
retaliation,neg
retaliations,neg
retaliatory,neg
retribution,neg
retributions,neg
revocation,neg
revocations,neg
revoke,neg
revoked,neg
revokes,neg
revoking,neg
revolutionize,pos
revolutionized,pos
revolutionizes,pos
revolutionizing,pos
reward,pos
rewarded,pos
rewarding,pos
ridicule,neg
ridiculed,neg
ridicules,neg
ridiculing,neg
riskier,neg
riskiest,neg
risky,neg
sabotage,neg
sacrifice,neg
sacrificed,neg
sacrifices,neg
sacrificial,neg
sacrificing,neg
satisfaction,pos
satisfactorily,pos
satisfactory,pos
satisfied,pos
satisfies,pos
satisfy,pos
satisfying,pos
scandalous,neg
scandals,neg
scrutinize,neg
scrutinized,neg
scrutinizes,neg
scrutinizing,neg
scrutiny,neg
seize,neg
seized,neg
seizes,neg
seizing,neg
sentenced,neg
sentencing,neg
serious,neg
seriously,neg
seriousness,neg
setback,neg
setbacks,neg
sever,neg
severe,neg
severed,neg
severely,neg
severities,neg
severity,neg
sharply,neg
shocked,neg
shortage,neg
shortages,neg
shortfall,neg
shortfalls,neg
shrinkage,neg
shrinkages,neg
shut,neg
shutdown,neg
shutdowns,neg
shuts,neg
shutting,neg
slander,neg
slandered,neg
slanderous,neg
slanders,neg
slippage,neg
slippages,neg
slow,neg
slowdown,neg
slowdowns,neg
slowed,neg
slower,neg
slowest,neg
slowing,neg
slowly,neg
slowness,neg
sluggishly,neg
sluggishness,neg
smooth,pos
smoothing,pos
smoothly,pos
smooths,pos
solvencies,neg
solvency,neg
solves,pos
solving,pos
spam,neg
spammers,neg
spamming,neg
spectacular,pos
spectacularly,pos
stability,pos
stabilization,pos
stabilizations,pos
stabilize,pos
stabilized,pos
stabilizes,pos
stabilizing,pos
stable,pos
staggering,neg
stagnant,neg
stagnate,neg
stagnated,neg
stagnates,neg
stagnating,neg
stagnation,neg
standstill,neg
standstills,neg
stolen,neg
stoppage,neg
stoppages,neg
stopped,neg
stopping,neg
stops,neg
strain,neg
strained,neg
straining,neg
strains,neg
strength,pos
strengthen,pos
strengthened,pos
strengthening,pos
strengthens,pos
strengths,pos
stress,neg
stressed,neg
stresses,neg
stressful,neg
stressing,neg
stringent,neg
strong,pos
stronger,pos
strongest,pos
subjected,neg
subjecting,neg
subjection,neg
subpoena,neg
subpoenaed,neg
subpoenas,neg
substandard,neg
succeed,pos
succeeded,pos
succeeding,pos
succeeds,pos
success,pos
successes,pos
successful,pos
successfully,pos
sue,neg
sued,neg
sues,neg
suffer,neg
suffered,neg
suffering,neg
suffers,neg
suing,neg
summoned,neg
summoning,neg
summons,neg
summonses,neg
superior,pos
surpass,pos
surpassed,pos
surpasses,pos
surpassing,pos
susceptibility,neg
susceptible,neg
suspect,neg
suspected,neg
suspects,neg
suspend,neg
suspended,neg
suspending,neg
suspends,neg
suspension,neg
suspensions,neg
suspicion,neg
suspicions,neg
suspicious,neg
suspiciously,neg
taint,neg
tainted,neg
tainting,neg
taints,neg
tampered,neg
tense,neg
terminate,neg
terminated,neg
terminates,neg
terminating,neg
termination,neg
terminations,neg
testify,neg
testifying,neg
threat,neg
threaten,neg
threatened,neg
threatening,neg
threatens,neg
threats,neg
tolerate,neg
tolerated,neg
tolerates,neg
tolerating,neg
toleration,neg
tortuous,neg
tortuously,neg
tragedies,neg
tragedy,neg
tragic,neg
tragically,neg
transparency,pos
traumatic,neg
tremendous,pos
tremendously,pos
trouble,neg
troubled,neg
troubles,neg
turbulence,neg
turmoil,neg
unable,neg
unacceptable,neg
unacceptably,neg
unaccounted,neg
unannounced,neg
unanticipated,neg
unapproved,neg
unattractive,neg
unauthorized,neg
unavailability,neg
unavailable,neg
unavoidable,neg
unavoidably,neg
unaware,neg
uncollectable,neg
uncollected,neg
uncollectibility,neg
uncollectible,neg
uncollectibles,neg
uncompetitive,neg
uncompleted,neg
unconscionable,neg
unconscionably,neg
uncontrollable,neg
uncontrollably,neg
uncontrolled,neg
uncorrected,neg
uncover,neg
uncovered,neg
uncovering,neg
uncovers,neg
undeliverable,neg
undelivered,neg
undercapitalized,neg
undercut,neg
undercuts,neg
undercutting,neg
underestimate,neg
underestimated,neg
underestimates,neg
underestimating,neg
underestimation,neg
underfunded,neg
underinsured,neg
undermine,neg
undermined,neg
undermines,neg
undermining,neg
underpaid,neg
underpayment,neg
underpayments,neg
underpays,neg
underperform,neg
underperformance,neg
underperformed,neg
underperforming,neg
underperforms,neg
underproduced,neg
underproduction,neg
underreporting,neg
understate,neg
understated,neg
understatement,neg
understatements,neg
understates,neg
understating,neg
underutilization,neg
underutilized,neg
undesirable,neg
undesired,neg
undetected,neg
undetermined,neg
undisclosed,neg
undocumented,neg
undue,neg
unduly,neg
uneconomic,neg
uneconomical,neg
uneconomically,neg
unethical,neg
unethically,neg
unexcused,neg
unexpected,neg
unexpectedly,neg
unfair,neg
unfairly,neg
unfavorability,neg
unfavorable,neg
unfavorably,neg
unfavourable,neg
unfeasible,neg
unfit,neg
unfitness,neg
unforeseeable,neg
unforseen,neg
unfortunate,neg
unfortunately,neg
unfounded,neg
unfriendly,neg
unfulfilled,neg
unfunded,neg
uninsured,neg
unintended,neg
unintentional,neg
unintentionally,neg
unjust,neg
unjustifiable,neg
unjustifiably,neg
unjustified,neg
unjustly,neg
unknowing,neg
unknowingly,neg
unlawful,neg
unlawfully,neg
unlicensed,neg
unliquidated,neg
unmarketable,neg
unmatched,pos
unmerchantable,neg
unmeritorious,neg
unnecessarily,neg
unnecessary,neg
unneeded,neg
unobtainable,neg
unoccupied,neg
unpaid,neg
unparalleled,pos
unperformed,neg
unplanned,neg
unpopular,neg
unpredictability,neg
unpredictable,neg
unpredictably,neg
unpredicted,neg
unproductive,neg
unprofitability,neg
unprofitable,neg
unqualified,neg
unrealistic,neg
unreasonable,neg
unreasonableness,neg
unreasonably,neg
unreceptive,neg
unrecoverable,neg
unrecovered,neg
unreimbursed,neg
unreliable,neg
unremedied,neg
unreported,neg
unresolved,neg
unrest,neg
unsafe,neg
unsalable,neg
unsaleable,neg
unsatisfactory,neg
unsatisfied,neg
unsavory,neg
unscheduled,neg
unsellable,neg
unsold,neg
unsound,neg
unstabilized,neg
unstable,neg
unsubstantiated,neg
unsuccessful,neg
unsuccessfully,neg
unsuitability,neg
unsuitable,neg
unsuitably,neg
unsuited,neg
unsure,neg
unsurpassed,pos
unsuspected,neg
unsuspecting,neg
unsustainable,neg
untenable,neg
untimely,neg
untrusted,neg
untruth,neg
untruthful,neg
untruthfully,neg
untruthfulness,neg
untruths,neg
unusable,neg
unwanted,neg
unwarranted,neg
unwelcome,neg
unwilling,neg
unwillingness,neg
upset,neg
upturn,pos
upturns,pos
urgency,neg
urgent,neg
usurious,neg
usurp,neg
usurped,neg
usurping,neg
usurps,neg
usury,neg
valuable,pos
vandalism,neg
verdict,neg
verdicts,neg
versatile,pos
versatility,pos
vetoed,neg
vibrancy,pos
vibrant,pos
victims,neg
violate,neg
violated,neg
violates,neg
violating,neg
violation,neg
violations,neg
violative,neg
violator,neg
violators,neg
violence,neg
violent,neg
violently,neg
vitiate,neg
vitiated,neg
vitiates,neg
vitiating,neg
vitiation,neg
voided,neg
voiding,neg
volatile,neg
volatility,neg
vulnerabilities,neg
vulnerability,neg
vulnerable,neg
vulnerably,neg
warn,neg
warned,neg
warning,neg
warnings,neg
warns,neg
wasted,neg
wasteful,neg
wasting,neg
weak,neg
weaken,neg
weakened,neg
weakening,neg
weakens,neg
weaker,neg
weakest,neg
weakly,neg
weakness,neg
weaknesses,neg
willfully,neg
win,pos
winner,pos
winners,pos
winning,pos
worries,neg
worry,neg
worrying,neg
worse,neg
worsen,neg
worsened,neg
worsening,neg
worsens,neg
worst,neg
worthless,neg
worthy,pos
writedown,neg
writedowns,neg
writeoff,neg
writeoffs,neg
wrong,neg
wrongdoing,neg
wrongdoings,neg
wrongful,neg
wrongfully,neg
wrongly,neg
tightening,neg
tighten,neg
tightened,neg
easing,pos
ease,pos
eased,pos
accommodative,pos
restrictive,neg
headwinds,neg
tailwinds,pos
sluggish,neg
resilient,pos
buoyant,pos
deterioration,neg
deteriorated,neg
booms,pos
boomed,pos
